Mozilla/5.0 (Android 10; Mobile; SM-N9300; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; CPH1609fw; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; ZTE U880F; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; itel P551W; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-A013F; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI VNS-DL00; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; ZTE V881; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; CPH2471; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; TECNO CC7S; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; SM-G920R6; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; SAMSUNG-SM-G870A; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI G525-U00; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 11; Mobile; GT-S5839i; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI CAZ-AL10; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 11; Mobile; Redmi 8A Pro; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; itel A507LN; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; ZTE V5S; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; TECNO CG7; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; ASUS Transformer Pad TF300TG; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; SM-T2397; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; GT-S7568I; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; vivo 1907; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; TECNO CE9h; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; vivo X5Pro V; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; GT-I8558; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI Y360-U31; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; CPH2119; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; SM-T800; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; TECNO KG5j; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; SM-N920V; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; ZTE Grand X; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; SM-T900; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-T517P; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; RMX3372; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; SM-J700P; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-A226L; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 6; Mobile; TECNO-Y3; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; GT-I5510M; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; SM-J510S; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; SM-A7009; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI BLL-L23; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-J510F; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; ZTE BLADE A520; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; ASUS_I004D; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; vivo X9Plus; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; ASUS_X00LDA; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI G750-T20; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; SM-T503; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; CPH2161; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI TIT-CL10; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; CPH2417; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; ZTE U809; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; SM-F916Q; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; SM-A526B; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; SM-G3558; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; SM-G900K; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI LYO-L02; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; SM-M127F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; SM-T350X; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; SM-G965U; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 6; Mobile; SM-G9208; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; vivo 2015; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; HuaweiU8800Pro; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 11; Mobile; SM-A325M; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; ZTE S2010; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 9; Mobile; RMX2072; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI Y625-U51; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; GT-I9000; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; itel W7002P; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; ZTE BLADE A610C; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; MEIZU 18s; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; RMX3511; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; GT-P7100; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-G316H; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; ASUS_X003; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; TECNO CA7; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; SM-N9109W; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; GT-P7300B; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; TECNO IN6; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-G975U1; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; SM-A2070; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; SM-G750F; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; TECNO IN2; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; SM-J110L; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; SM-M536B; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-T377V; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; vivo Y31; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; ZTE BLADE V9; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; SM-T560; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; M2007J22G; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; vivo 1902; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; SM-S102DL; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; Redmi 6; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 8; Mobile; ZTE N790; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; TECNO BF7; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-P555M; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; SM-G925I; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-T550; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; SM-J530YM; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-A235M; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; GT-S5360L; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; GT-S6800; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; vivo PD1524B; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; ZTE-U X850; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; SM-J106M; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI M2-A01W; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; ZTE 9030; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; SM-N750K; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 14; Mobile; ASUS_Z016S; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; itel it1556; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; SM-G730V; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; ZTE Blade A5 2019RU; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; SM-M115M; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI NXT-CL00; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-A205F; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; SM-M236Q; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; ZTE V769M; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; ZTE Blade V770; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; SM-A405FN; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; SM-J720F; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 13; Mobile; SM-J3308; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 6; Mobile; RMX3393; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; SM-M205F; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; M2004J7BC; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; GT-7100; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 15; Mobile; TECNO PhonePad 3; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; GT-I9505X; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; itel P651W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; vivo X7; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; RMX2151; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Y320-U10; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI T8808D; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI G7-L03; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI Y330-U21; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 10; Mobile; SM-G870W; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; vivo Y37; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI H881C; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; ASUS_Z012DE; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; SM-C105L; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; TECNO P904; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; RMX1851; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; GT-I9000B; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; SM-T211; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; vivo Y15S; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; M2006C3MNG; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; SM-A716U; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; ASUS_X01BDA; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; CPH2269; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; SM-J3119S; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; MEIZU E3; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; SM-T230NZ; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-G3518; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; SBM200SH; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-J250Y; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; SM-G550T; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; ZTE C880S; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; SM-A217F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 8; Mobile; GT-S6802; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; SM-A325M; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; SM-G996U1; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 12; Mobile; ZTE V769M; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; itel L5505; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 5; Mobile; vivo 1915; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; SM-A750F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 9; Mobile; ASUS_AI2202; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-G928X; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-J120M; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; TECNO CF7k; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; CPH2473; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; SM-N7505L; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; SM-A320Y; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 10; Mobile; SM-G955N; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; TECNO-W3; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; SM-S111DL; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; SM-R905F; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 7; Mobile; itel A512W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; ZTE Blade A31 Lite RU; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 15; Mobile; TECNO K9; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; SM-G9280; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; ASUS_A006; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; ZTE T83; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; SAMSUNG-SM-T818A; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; RMX1993; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; TECNO SA7S; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; ASUS_Z017D; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; Redmi Note 4; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; itel it1508; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; ZTE Blade V1000; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade V1000; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; SM-J110F; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; vivo Y79A; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; SM-S124DL; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; SM-G781B; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; TECNO Camon CXS; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; ZTE-U N721; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; ZTE BLADE A612; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; SM-C5000; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI CAN-L01; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; LG-M200; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-A136U1; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; CPH1938; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; RMX2061; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 10; Mobile; ASUS_Z00EDB; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; GT-S5570; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; TECNO Mobile CI6n; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; ZTE Blade L2; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; itel A571W; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 14; Mobile; SM-G9198; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; SM-T677; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; SM-A546E; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; SM-G870F0; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; ZTE N919D; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; ZTE_V971LM; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; ZTE U9180; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; SM-E025F; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; SM-T817P; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; SAMSUNG-SM-T807A; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; SM-T540; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; ZTE-U V875m; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-A8050; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; ZTE B2017G; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; TECNO AX8; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-G901F; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; SM-M136B; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; ASUS_X00LDB; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; ZTE T1002; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; ZTE BLADE L8; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; Nokia 6.2; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; ASUS_Z012DA; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-G900H; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; ZTE Z932L; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; Redmi K30; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; itel it1507; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-A125U; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; ZTE Blade A3 2019RU; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade S6 Flex; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; GT-S5310B; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; ASUS MeMO Pad 7; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; M2006J10C; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; RMX2151; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-A7100; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; SM-A6060; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; RMX3366; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; SM-G990E; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; SM-T510; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; TECNO W3 Pro; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; GT-I9158V; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 12; Mobile; SM-G5108Q; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; TECNO RA7; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; ZTE Q7-C; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; itel A15R; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; SM-A205G; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; ZTE BV0800; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; SM-G950U1; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 8; Mobile; SM-G925X; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade L3; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 4; Mobile; SM-A516U; rv:134.0) Gecko/134.0 Firefox/30.0
